"","Date","RotH","Home","HQ1","HQ2","HQ3","HQ4","HFinal","MoneyLineHome","RotV","Away","VQ1","VQ2","VQ3","VQ4","VFinal","MoneyLineVisitor","OS","OOU","CS","COU","WP.H","WP.V","FinalOU","PointsTotal","SpreadH","Covered"
"159",2017-11-08,502,"Orlando",27,27,30,28,112,-400,501,"NewYork",28,22,26,23,99,300,5.5,213.5,8.5,215,0.775,0.225,"Under",211,-8.5,1
"160",2017-11-08,504,"Detroit",22,37,23,32,114,-275,503,"Indiana",30,22,23,22,97,225,5.5,210.5,6.5,210.5,0.712820512820513,0.287179487179487,"Over",211,-6.5,1
"161",2017-11-08,506,"Boston",33,28,26,20,107,-300,505,"LALakers",16,36,29,15,96,240,9.5,208,6.5,214.5,0.727941176470588,0.272058823529412,"Under",203,-6.5,1
"162",2017-11-08,508,"Phoenix",27,27,32,29,115,190,507,"Miami",36,33,25,32,126,-240,5,215.5,6,216.5,0.31947261663286,0.68052738336714,"Over",241,6,0
"163",2017-11-08,510,"GoldenState",22,29,44,30,125,-400,509,"Minnesota",22,28,26,25,101,300,11.5,230.5,8.5,227.5,0.775,0.225,"Under",226,-8.5,1
"164",2017-11-09,702,"Washington",37,32,22,20,111,-550,701,"LALakers",34,22,21,18,95,400,9,220,9.5,224,0.823076923076923,0.176923076923077,"Under",206,-9.5,1
"165",2017-11-09,704,"Toronto",34,32,26,30,122,-220,703,"NewOrleans",32,28,32,26,118,180,4.5,217.5,5,215,0.665178571428571,0.334821428571429,"Over",240,-5,0
"166",2017-11-09,706,"Houston",36,29,35,17,117,-230,705,"Cleveland",25,42,26,20,113,185,5,227.5,5.5,228.5,0.67304625199362,0.32695374800638,"Over",230,-5.5,0
"167",2017-11-09,708,"Sacramento",26,38,20,25,109,200,707,"Philadelphia",26,31,24,27,108,-250,7,204.5,6.5,208,0.30952380952381,0.69047619047619,"Over",217,6.5,1
"168",2017-11-09,710,"Denver",22,29,24,27,102,115,709,"OklahomaCity",28,25,22,19,94,-135,1,213.5,2,215.5,0.445324096981692,0.554675903018308,"Under",196,2,1
"169",2017-11-10,502,"Detroit",26,31,19,35,111,-330,501,"Atlanta",22,19,28,35,104,260,9,208,7.5,209,0.744832041343669,0.255167958656331,"Over",215,-7.5,0
"170",2017-11-10,504,"Boston",11,30,23,26,90,-145,503,"Charlotte",26,31,19,11,87,125,3,205.5,2.5,205,0.573696145124717,0.426303854875283,"Under",177,-2.5,1
"171",2017-11-10,506,"Chicago",16,19,26,26,87,135,505,"Indiana",27,18,35,25,105,-155,4,206.5,3,202,0.408844388819358,0.591155611180642,"Under",192,3,0
"172",2017-11-10,508,"SanAntonio",27,20,23,17,87,-200,507,"Milwaukee",25,21,30,18,94,170,4.5,206.5,4.5,204.5,0.648148148148148,0.351851851851852,"Under",181,-4.5,0
"173",2017-11-10,510,"Phoenix",32,31,20,29,112,145,509,"Orlando",36,28,33,31,128,-170,3.5,226,3.5,227,0.389266817838246,0.610733182161754,"Over",240,3.5,0
"174",2017-11-10,512,"Utah",22,27,8,17,74,-145,511,"Miami",25,12,20,27,84,125,3,196.5,2.5,194,0.573696145124717,0.426303854875283,"Under",158,-2.5,0
"175",2017-11-10,514,"OklahomaCity",30,33,31,26,120,-240,513,"LAClippers",31,24,31,25,111,190,7,209.5,5.5,210,0.68052738336714,0.31947261663286,"Over",231,-5.5,1
"176",2017-11-10,516,"Portland",28,24,18,27,97,-430,515,"Brooklyn",21,25,31,24,101,330,8.5,224,8.5,218,0.789381307591049,0.210618692408951,"Under",198,-8.5,0
"177",2017-11-11,702,"Washington",20,29,27,37,113,-550,701,"Atlanta",19,23,25,27,94,400,11,222,10,216.5,0.823076923076923,0.176923076923077,"Under",207,-10,1
"178",2017-11-11,704,"NewOrleans",31,32,25,23,111,-250,703,"LAClippers",26,32,24,21,103,200,5.5,213.5,5.5,218,0.69047619047619,0.30952380952381,"Under",214,-5.5,1
"179",2017-11-11,706,"Houston",33,29,31,18,111,-280,705,"Memphis",22,28,20,26,96,230,5,208,6.5,210,0.716905901116427,0.283094098883573,"Under",207,-6.5,1
"180",2017-11-11,708,"NewYork",32,32,26,28,118,-265,707,"Sacramento",23,26,17,25,91,215,4.5,202,6.5,202,0.704283539899978,0.295716460100022,"Over",209,-6.5,1
"181",2017-11-11,710,"Dallas",23,29,22,30,104,200,709,"Cleveland",29,20,34,28,111,-250,5.5,217.5,6,214.5,0.30952380952381,0.69047619047619,"Over",215,6,0
"182",2017-11-11,712,"Milwaukee",24,27,26,21,98,-260,711,"LALakers",17,32,18,23,90,210,5,214,6.5,217,0.699820788530466,0.300179211469534,"Under",188,-6.5,1
"183",2017-11-11,714,"GoldenState",32,33,36,34,135,-1400,713,"Philadelphia",28,36,21,29,114,800,14.5,230,13.5,230.5,0.911111111111111,0.0888888888888889,"Over",249,-13.5,1
"184",2017-11-11,716,"SanAntonio",37,26,34,36,133,-650,715,"Chicago",15,32,23,24,94,450,11,192.5,10.5,189.5,0.842424242424242,0.157575757575758,"Over",227,-10.5,1
"185",2017-11-11,718,"Denver",39,31,28,27,125,-410,717,"Orlando",23,24,30,30,107,310,8,222,9,216.5,0.78000956480153,0.21999043519847,"Over",232,-9,1
"186",2017-11-11,720,"Utah",25,36,24,29,114,-300,719,"Brooklyn",25,20,30,31,106,240,9,210,7,208.5,0.727941176470588,0.272058823529412,"Over",220,-7,1
"187",2017-11-11,722,"Phoenix",19,37,29,33,118,400,721,"Minnesota",28,32,28,22,110,-550,10,227,10,231.5,0.176923076923077,0.823076923076923,"Under",228,10,1
"188",2017-11-12,502,"Boston",24,20,33,18,95,140,501,"Toronto",24,25,27,18,94,-160,2,199.5,3.5,201.5,0.400641025641026,0.599358974358974,"Under",189,3.5,1
"189",2017-11-12,504,"Detroit",31,24,28,29,112,-135,503,"Miami",29,29,23,22,103,115,3,202.5,2.5,201,0.554675903018308,0.445324096981692,"Over",215,-2.5,1
"190",2017-11-12,506,"Indiana",18,33,20,24,95,150,505,"Houston",35,28,24,31,118,-180,2.5,220.5,3.5,226.5,0.378571428571429,0.621428571428571,"Under",213,3.5,0
"191",2017-11-12,508,"OklahomaCity",18,26,39,29,112,-650,507,"Dallas",20,22,25,32,99,450,12,209,10.5,203,0.842424242424242,0.157575757575758,"Over",211,-10.5,1
"192",2017-11-13,702,"Washington",25,32,29,24,110,-750,701,"Sacramento",32,19,20,21,92,534,11.5,207,11,208,0.862312117275932,0.137687882724068,"Under",202,-11,1
"193",2017-11-13,704,"NewYork",22,29,25,25,101,188,703,"Cleveland",25,13,23,43,104,-225,3.5,220.5,5,221,0.327457264957265,0.672542735042735,"Under",205,5,1
"194",2017-11-13,706,"Milwaukee",34,26,24,26,110,-175,705,"Memphis",29,36,12,26,103,151,3,200.5,4,199.5,0.618978630930822,0.381021369069178,"Over",213,-4,1
"195",2017-11-13,708,"NewOrleans",23,22,33,28,106,-500,707,"Atlanta",32,18,30,25,105,384,9.5,217,9.5,217,0.8133608815427,0.1866391184573,"Under",211,-9.5,0
"196",2017-11-13,710,"Utah",14,28,23,33,98,125,709,"Minnesota",33,24,31,21,109,-145,3.5,206.5,3,210,0.426303854875283,0.573696145124717,"Under",207,3,0
"197",2017-11-13,712,"Phoenix",20,24,29,20,93,-115,711,"LALakers",21,22,31,26,100,-105,1,227.5,1,230.5,0.511344299489507,0.488655700510493,"Under",193,-1,0
"198",2017-11-13,714,"Portland",25,29,30,15,99,-130,713,"Denver",21,28,17,16,82,110,2,211.5,2,212,0.544513457556936,0.455486542443064,"Under",181,-2,1
"199",2017-11-13,716,"LAClippers",28,25,26,26,105,-130,715,"Philadelphia",36,19,22,32,109,110,2,218.5,2,224,0.544513457556936,0.455486542443064,"Under",214,-2,0
"200",2017-11-13,718,"GoldenState",27,29,32,22,110,-1100,717,"Orlando",29,27,19,25,100,711,14.5,233,12.5,223.5,0.896681052198931,0.103318947801069,"Under",210,-12.5,0
"201",2017-11-14,502,"Brooklyn",21,31,19,31,102,230,501,"Boston",30,22,28,29,109,-280,8,211.5,6.5,209.5,0.283094098883573,0.716905901116427,"Over",211,6.5,0
"202",2017-11-14,504,"Houston",33,31,30,19,113,-280,503,"Toronto",31,45,27,26,129,230,6,220.5,6.5,218.5,0.716905901116427,0.283094098883573,"Over",242,-6.5,0
"203",2017-11-14,506,"Dallas",16,23,21,31,91,210,505,"SanAntonio",17,27,18,35,97,-260,6.5,200.5,6,200,0.300179211469534,0.699820788530466,"Under",188,6,0
"204",2017-11-15,702,"Miami",19,30,25,19,93,-130,701,"Washington",30,31,10,31,102,110,1.5,209.5,1.5,211,0.544513457556936,0.455486542443064,"Under",195,-1.5,0
"205",2017-11-15,704,"NewYork",27,23,27,29,106,-170,703,"Utah",30,30,22,19,101,145,3,202.5,3.5,202,0.610733182161754,0.389266817838246,"Over",207,-3.5,1
"206",2017-11-15,706,"Atlanta",24,40,28,34,126,-200,705,"Sacramento",16,19,26,19,80,170,3.5,205,4.5,205.5,0.648148148148148,0.351851851851852,"Over",206,-4.5,1
"207",2017-11-15,708,"Minnesota",18,39,18,23,98,-210,707,"SanAntonio",24,19,22,21,86,175,5,209.5,5,208.5,0.656891495601173,0.343108504398827,"Under",184,-5,1
"208",2017-11-15,710,"Charlotte",30,37,17,23,107,-110,709,"Cleveland",36,25,27,27,115,-110,1.5,217.5,0,218,0.5,0.5,"Over",222,0,0
"209",2017-11-15,712,"NewOrleans",34,29,23,30,116,-150,711,"Toronto",29,35,34,27,125,130,3,217,3,218.5,0.582608695652174,0.417391304347826,"Over",241,-3,0
"210",2017-11-15,714,"OklahomaCity",27,31,19,15,92,-1200,713,"Chicago",7,27,22,23,79,750,12,202.5,13,203.5,0.902714932126697,0.0972850678733032,"Under",171,-13,0
"211",2017-11-15,716,"Memphis",25,28,31,29,113,-150,715,"Indiana",34,33,30,19,116,130,4.5,209,3,203,0.582608695652174,0.417391304347826,"Over",229,-3,0
"212",2017-11-15,718,"Milwaukee",26,15,34,24,99,-190,717,"Detroit",23,18,21,33,95,160,3,208,5,205,0.635278514588859,0.364721485411141,"Under",194,-5,0
"213",2017-11-15,720,"Portland",24,27,24,24,99,-220,719,"Orlando",33,14,24,23,94,180,5.5,212,5.5,213.5,0.665178571428571,0.334821428571429,"Under",193,-5.5,0
"214",2017-11-15,722,"LALakers",26,28,30,25,109,145,721,"Philadelphia",29,29,25,32,115,-170,2.5,219.5,4,221,0.389266817838246,0.610733182161754,"Over",224,4,0
"215",2017-11-16,502,"Boston",18,24,26,24,92,250,501,"GoldenState",28,19,21,20,88,-310,6,217.5,7,219,0.264808362369338,0.735191637630662,"Under",180,7,1
"216",2017-11-16,504,"Phoenix",23,42,26,25,116,650,503,"Houston",45,45,30,22,142,-1000,11,228.5,12.5,230.5,0.112121212121212,0.887878787878788,"Over",258,12.5,0
"217",2017-11-17,702,"Indiana",23,24,24,36,107,-120,701,"Detroit",32,26,23,19,100,100,1.5,211.5,1.5,211.5,0.522727272727273,0.477272727272727,"Under",207,-1.5,1
"218",2017-11-17,704,"Washington",17,12,28,31,88,-190,703,"Miami",26,24,16,25,91,160,4.5,208.5,5,205.5,0.635278514588859,0.364721485411141,"Under",179,-5,0
"219",2017-11-17,706,"Toronto",30,24,24,29,107,-340,705,"NewYork",18,18,28,20,84,270,7.5,218.5,7.5,217,0.751228501228501,0.248771498771499,"Under",191,-7.5,1
"220",2017-11-17,708,"Cleveland",24,32,22,27,118,-260,707,"LAClippers",27,29,25,24,113,210,6.5,224,6.5,223,0.699820788530466,0.300179211469534,"Over",231,-6.5,0
"221",2017-11-17,710,"Brooklyn",39,26,24,29,118,-135,709,"Utah",25,24,31,27,107,115,1.5,211.5,2,209.5,0.554675903018308,0.445324096981692,"Over",225,-2,1
"222",2017-11-17,712,"SanAntonio",15,33,30,26,104,105,711,"OklahomaCity",32,23,23,23,101,-125,0,198.5,1.5,200,0.466124661246612,0.533875338753388,"Over",205,1.5,1
"223",2017-11-17,714,"Chicago",26,34,23,40,123,230,713,"Charlotte",27,33,32,28,120,-280,7,196.5,6.5,198.5,0.283094098883573,0.716905901116427,"Over",243,6.5,1
"224",2017-11-17,716,"Dallas",29,26,17,15,87,200,715,"Minnesota",24,19,31,37,111,-250,7.5,211,6,212,0.30952380952381,0.69047619047619,"Under",198,6,0
"225",2017-11-17,718,"Sacramento",19,23,18,26,86,235,717,"Portland",20,21,19,22,82,-290,7.5,197.5,7,199,0.277458859548412,0.722541140451588,"Under",168,7,1
"226",2017-11-17,720,"Denver",37,27,42,40,146,-200,719,"NewOrleans",19,37,24,34,114,170,3.5,216,5,222,0.648148148148148,0.351851851851852,"Over",260,-5,1
"227",2017-11-17,722,"LALakers",28,25,29,31,113,-320,721,"Phoenix",29,36,24,33,122,255,6,225.5,7.5,229,0.740107310529846,0.259892689470154,"Over",235,-7.5,0
"228",2017-11-18,502,"Charlotte",25,30,18,29,102,-195,501,"LAClippers",24,22,25,16,87,170,4,212,5,213,0.645323289391086,0.354676710608914,"Under",189,-5,1
"229",2017-11-18,504,"Orlando",26,22,19,18,85,-260,503,"Utah",29,34,34,28,125,220,6,211.5,6,208,0.704861111111111,0.295138888888889,"Over",210,-6,0
"230",2017-11-18,506,"Philadelphia",47,27,15,27,116,330,505,"GoldenState",28,24,47,25,124,-400,8.5,232.5,9,233,0.216279069767442,0.783720930232558,"Over",240,9,1
"231",2017-11-18,508,"Atlanta",35,15,27,22,99,220,507,"Boston",20,24,36,30,110,-260,7,205,6,202.5,0.295138888888889,0.704861111111111,"Over",209,6,0
"232",2017-11-18,510,"Memphis",25,25,17,16,83,240,509,"Houston",33,26,23,23,105,-285,6,212,7.5,214,0.276928953399542,0.723071046600458,"Under",188,7.5,0
"233",2017-11-18,512,"Dallas",33,23,26,29,111,210,511,"Milwaukee",24,20,17,18,79,-250,7.5,205,6,203.5,0.304147465437788,0.695852534562212,"Under",190,6,1
"234",2017-11-18,514,"Portland",21,32,27,22,102,-800,513,"Sacramento",20,21,22,27,90,600,11.5,199,12,194.5,0.873015873015873,0.126984126984127,"Under",192,-12,0
"235",2017-11-19,702,"Miami",27,28,13,27,95,-240,701,"Indiana",29,29,32,30,120,190,3,207,5.5,208.5,0.68052738336714,0.31947261663286,"Over",215,-5.5,0
"236",2017-11-19,704,"Toronto",28,32,19,21,100,-260,703,"Washington",28,27,21,15,91,210,5.5,214,6,208.5,0.699820788530466,0.300179211469534,"Under",191,-6,1
"237",2017-11-19,706,"Brooklyn",20,22,42,27,111,550,705,"GoldenState",32,32,34,20,118,-800,12.5,234,11.5,230.5,0.132478632478633,0.867521367521368,"Under",229,11.5,1
"238",2017-11-19,708,"Minnesota",24,29,27,17,97,-250,707,"Detroit",22,27,22,29,100,200,5,208.5,6,208.5,0.69047619047619,0.30952380952381,"Under",197,-6,0
"239",2017-11-19,710,"Phoenix",30,31,24,28,113,-145,709,"Chicago",37,19,28,21,105,125,2.5,213.5,2.5,215.5,0.573696145124717,0.426303854875283,"Over",218,-2.5,1
"240",2017-11-19,712,"LALakers",32,38,29,28,127,170,711,"Denver",26,22,36,25,109,-200,5,220,5,223,0.351851851851852,0.648148148148148,"Over",236,5,1
"241",2017-11-20,502,"Philadelphia",25,22,28,32,107,-270,501,"Utah",15,21,27,23,86,220,7,213,6.5,210,0.708614864864865,0.291385135135135,"Under",193,-6.5,1
"242",2017-11-20,504,"Detroit",23,23,16,26,88,115,503,"Cleveland",36,37,28,15,116,-135,1.5,215.5,2.5,216,0.445324096981692,0.554675903018308,"Under",204,2.5,0
"243",2017-11-20,506,"Charlotte",26,29,29,34,118,-140,505,"Minnesota",24,28,28,22,102,120,1.5,214,2.5,211.5,0.564393939393939,0.435606060606061,"Over",220,-2.5,1
"244",2017-11-20,508,"Orlando",31,24,17,25,97,-160,507,"Indiana",34,16,28,27,105,140,3,222.5,3.5,220,0.599358974358974,0.400641025641026,"Under",202,-3.5,0
"245",2017-11-20,510,"NewYork",20,36,27,24,107,110,509,"LAClippers",20,24,24,17,85,-130,1.5,211,2,208.5,0.455486542443064,0.544513457556936,"Under",192,2,1
"246",2017-11-20,512,"Memphis",24,22,25,21,92,100,511,"Portland",23,32,17,28,100,-120,1,193,1.5,197,0.477272727272727,0.522727272727273,"Under",192,1.5,0
"247",2017-11-20,514,"Milwaukee",19,27,20,22,88,-160,513,"Washington",27,20,26,26,99,140,4,208.5,3.5,208,0.599358974358974,0.400641025641026,"Under",187,-3.5,0
"248",2017-11-20,516,"NewOrleans",24,33,30,27,114,130,515,"OklahomaCity",33,32,21,21,107,-150,2.5,214.5,3,213.5,0.417391304347826,0.582608695652174,"Over",221,3,1
"249",2017-11-20,518,"SanAntonio",24,22,24,26,96,-450,517,"Atlanta",22,16,27,20,85,350,9,204.5,9,203.5,0.797979797979798,0.202020202020202,"Under",181,-9,1
"250",2017-11-20,520,"Dallas",22,27,28,19,102,240,519,"Boston",34,19,16,27,110,-300,8,196.5,7,200,0.272058823529412,0.727941176470588,"Over",212,7,0
"251",2017-11-20,522,"Sacramento",22,25,23,28,98,190,521,"Denver",22,25,34,33,114,-240,7.5,208,5,210.5,0.31947261663286,0.68052738336714,"Over",212,5,0
"252",2017-11-21,702,"LALakers",23,19,30,31,103,-230,701,"Chicago",27,29,19,19,94,185,5.5,209,5.5,212,0.67304625199362,0.32695374800638,"Under",197,-5.5,1
"253",2017-11-22,502,"Charlotte",25,30,29,30,129,-150,501,"Washington",26,33,29,26,124,130,1.5,210.5,3,208,0.582608695652174,0.417391304347826,"Over",253,-3,1
"254",2017-11-22,504,"Cleveland",20,25,32,42,119,-900,503,"Brooklyn",17,29,31,32,109,600,11,229,11,228,0.878571428571429,0.121428571428571,"Under",228,-11,0
"255",2017-11-22,506,"Philadelphia",26,24,20,31,101,-185,505,"Portland",14,23,20,24,81,155,3,211,4.5,210.5,0.628482972136223,0.371517027863777,"Under",182,-4.5,1
"256",2017-11-22,508,"Atlanta",30,33,21,19,103,130,507,"LAClippers",29,33,26,28,116,-150,2.5,210.5,3,209,0.417391304347826,0.582608695652174,"Over",219,3,0
"257",2017-11-22,510,"NewYork",26,22,41,19,108,150,509,"Toronto",34,25,10,31,100,-180,3,213,4,210,0.378571428571429,0.621428571428571,"Under",208,4,1
"258",2017-11-22,512,"Miami",27,27,25,25,104,105,511,"Boston",16,25,22,35,98,-125,2.5,195,1.5,195.5,0.466124661246612,0.533875338753388,"Over",202,1.5,1
"259",2017-11-22,514,"Minnesota",30,35,41,18,124,-280,513,"Orlando",35,27,18,38,118,230,7,216.5,7,217,0.716905901116427,0.283094098883573,"Over",242,-7,0
"260",2017-11-22,516,"OklahomaCity",33,32,29,14,108,190,515,"GoldenState",26,22,23,20,91,-240,4,225,5.5,221.5,0.31947261663286,0.68052738336714,"Under",199,5.5,1
"261",2017-11-22,518,"Houston",36,39,26,24,125,-450,517,"Denver",17,23,27,28,95,350,9.5,227.5,9,223.5,0.797979797979798,0.202020202020202,"Under",220,-9,1
"262",2017-11-22,520,"Memphis",27,29,16,22,94,-250,519,"Dallas",12,27,35,21,95,200,5.5,196,6,199.5,0.69047619047619,0.30952380952381,"Under",189,-6,0
"263",2017-11-22,522,"NewOrleans",19,31,37,20,107,-115,521,"SanAntonio",29,13,17,31,90,-105,2,208,1,207,0.511344299489507,0.488655700510493,"Under",197,-1,1
"264",2017-11-22,524,"Utah",25,30,32,23,110,-400,523,"Chicago",24,22,23,11,80,300,8,196.5,8.5,195.5,0.775,0.225,"Under",190,-8.5,1
"265",2017-11-22,526,"Phoenix",23,21,31,30,107,110,525,"Milwaukee",33,21,30,21,113,-130,6,221,2,218.5,0.455486542443064,0.544513457556936,"Over",220,2,0
"266",2017-11-22,528,"Sacramento",31,23,22,37,113,-115,527,"LALakers",19,22,26,35,102,-105,1,209,1,205,0.511344299489507,0.488655700510493,"Over",215,-1,1
"267",2017-11-24,502,"Brooklyn",32,21,39,33,125,155,501,"Portland",23,28,41,35,127,-180,3.5,210,4.5,210.5,0.374649859943978,0.625350140056022,"Over",252,4.5,1
"268",2017-11-24,504,"Atlanta",24,35,30,27,116,-115,503,"NewYork",39,28,19,18,104,-105,2,209.5,1,206.5,0.511344299489507,0.488655700510493,"Over",220,-1,1
"269",2017-11-24,506,"Boston",40,33,26,19,118,-280,505,"Orlando",26,21,22,34,103,230,8.5,208,6.5,208.5,0.716905901116427,0.283094098883573,"Over",221,-6.5,1
"270",2017-11-24,508,"OklahomaCity",29,30,18,21,98,-396,507,"Detroit",25,24,24,26,99,314,8,204,8.5,201.5,0.778420601527193,0.221579398472807,"Under",197,-8.5,0
"271",2017-11-24,510,"Minnesota",24,24,22,27,97,-155,509,"Miami",28,30,23,28,109,135,4,207.5,3,207.5,0.591155611180642,0.408844388819358,"Under",206,-3,0
"272",2017-11-24,512,"Indiana",29,21,31,26,107,105,511,"Toronto",25,35,20,24,104,-125,0,216.5,2,217,0.466124661246612,0.533875338753388,"Under",211,2,1
"273",2017-11-24,514,"Cleveland",27,27,29,17,100,-230,513,"Charlotte",28,29,25,17,99,192,5.5,220.5,5.5,217,0.67725197177252,0.32274802822748,"Under",199,-5.5,0
"274",2017-11-24,516,"Denver",27,34,15,28,104,-250,515,"Memphis",18,27,29,18,92,207,6,208.5,6,210,0.694276407631456,0.305723592368544,"Under",196,-6,1
"275",2017-11-24,518,"Phoenix",21,21,20,29,91,230,517,"NewOrleans",33,39,22,21,115,-280,6,230,6.5,225.5,0.283094098883573,0.716905901116427,"Under",206,6.5,0
"276",2017-11-24,520,"GoldenState",29,45,36,33,143,-2200,519,"Chicago",32,21,13,28,94,1098,19.5,215,16,211.5,0.936524642520142,0.0634753574798577,"Over",237,-16,1
"277",2017-11-25,702,"Philadelphia",31,39,31,29,130,-220,701,"Orlando",28,27,30,26,111,180,4,220,5.5,221,0.665178571428571,0.334821428571429,"Over",241,-5.5,1
"278",2017-11-25,704,"Charlotte",15,14,29,28,86,-125,703,"SanAntonio",14,26,32,34,106,105,1,202,1.5,201,0.533875338753388,0.466124661246612,"Under",192,-1.5,0
"279",2017-11-25,706,"Washington",30,22,31,22,105,-170,705,"Portland",27,14,32,35,108,145,3.5,201.5,4.5,201.5,0.610733182161754,0.389266817838246,"Over",213,-4.5,0
"280",2017-11-25,708,"Atlanta",25,14,19,20,78,210,707,"Toronto",28,39,32,13,112,-260,7.5,211.5,6.5,209,0.300179211469534,0.699820788530466,"Under",190,6.5,0
"281",2017-11-25,710,"Indiana",32,22,16,28,98,140,709,"Boston",27,18,37,26,108,-160,2,207,3.5,204.5,0.400641025641026,0.599358974358974,"Over",206,3.5,0
"282",2017-11-25,712,"Houston",29,29,37,22,117,-1400,711,"NewYork",39,22,13,28,102,750,13.5,219,19,213.5,0.907843137254902,0.092156862745098,"Over",219,-19,0
"283",2017-11-25,714,"GoldenState",17,36,31,26,110,-700,713,"NewOrleans",31,22,22,20,95,500,13,229.5,10.5,227.5,0.854166666666667,0.145833333333333,"Under",205,-10.5,1
"284",2017-11-25,716,"Dallas",25,27,26,19,97,220,715,"OklahomaCity",24,13,18,26,81,-270,6,200,6.5,204,0.291385135135135,0.708614864864865,"Under",178,6.5,1
"285",2017-11-25,718,"Utah",31,33,31,26,121,-105,717,"Milwaukee",30,27,28,23,108,-115,1.5,199.5,1,197,0.488655700510494,0.511344299489507,"Over",229,-1,1
"286",2017-11-25,720,"Sacramento",31,30,10,24,95,160,719,"LAClippers",25,22,29,21,97,-190,5,205,4.5,202.5,0.364721485411141,0.635278514588859,"Under",192,4.5,1
"287",2017-11-26,502,"Chicago",13,29,19,32,93,250,501,"Miami",7,38,19,36,100,-310,7,195,7.5,193.5,0.264808362369338,0.735191637630662,"Under",193,7.5,1
"288",2017-11-26,504,"Minnesota",33,30,30,26,119,-800,503,"Phoenix",27,31,22,28,108,550,11.5,227,11,220.5,0.867521367521368,0.132478632478632,"Over",227,-11,0
